title,history_text
captain marvel ii with clairvoyance hypnokinesis intelligence invulnerability omnilingualism super strength,originally empower power former captain marvel billy batson advanced controller rock eternity freeman try prove worthy successor friend originally share superhuman power level freeman freeman currently partially power quest prove worthy full power ability new captain marvel
captain metropolis with agility endurance flight intelligence intuitive aptitude marksmanship peak human condition reflex weaponbased power weapon master,child nelson gardner sickly asthmatic year train manage overcome condition eventually start play football college college join u marine later adopt identity captain metropolis fight crime along sally jupiter found member minuteman later found crimebusters ozymandias apparently relationship fellow minuteman hood justice fact minuteman publicist laurence schexnayder work hard cover start crimebusters think pool effort vigilante crime could effectively wipe manhattan outside team eventually fell apart due personal problem team member contribute hatred superheroes express bigotry towards africanamerican hispanic people decapitated car crash 1974 accident however would later prove suicide despite fan speculation along hooded justice still alive time graphic novel
captain planet with cryokinesis electrokinesis element control elemental transmogrification empathy energy blast enhance hear enhanced sens enhance sight enhance smell fire control flight immortality invulnerability molecular manipulation plant control shapeshifting stamina submariner super breath super speed super strength telekinesis telepathy terrakinesis water control,captain planet form combine power ring five planeteers represent four classical element earth wield kwame fire wheeler wind linka water gi additional power heart mati people represent major ethnicity one come different continent upon formation proclaims power combine captain planet captain planet combine magnified power five planeteers ring stand good environmentallyfriendly captain skyblue skin grassgreen mullet eyebrows wear red short halfshirt gauntlet match red kneehigh boot body compose mainly crystal compound captain planet impressive array power fly great strength enough throw small asteroid earth way jupiter ability blow hurricaneforce wind telepathy telekinesis shapeshifting matter transmutation virtually superpower required circumstance currently face fact one criticism show example one episode reveal captain planet ability execute computer program command normally associate antivirus software much like superman kryptonite however captain planet also possess weakness pollution radiation toxic waste smog etc one episode meet führer character base hitler say hatred pollute anything pollutant power planeteers ring also diminish excessive pollution environment around like gaia also bind physical realm earth capable fly space power even existence begin fade farther away travels planet conversely captain planet often heal damage sustains pollution absorb solar energy water natural element sometimes intimidate enemy insult captain pollution one episode captain planet ancient entity serve gaia many century appearance certain mannerism take directly mind planeteers sentient also quite aware current event even occur active modernday superhero attire name seem stem modern world even gaia give name begin captain planet posse wry sense humor know crack joke use puns time well though powerful first episode rigger try drill diamond tip drill use drilling oil tickle become depowered least three time series one episode power heart earth could return ring due outer space captain planet reform two ring effectively leave earth heart abilities another episode gaia take hope island transform human captain planet ring lose power leave captain planet powerless weak normal human story also force wear old hat coat take dumpster blend search gaia also one episode seem kill hoggish greedly suck tree captain planet turn part wood hold onto tree pull shredding machine tree pull matti scream feel pain planteers try call captain planet back nothing happen later show though able call help even tell full strength like normal
captain price with agility durability marksmanship master tactician peak human condition reflex stamina stealth weapon master,captain john price one main character call duty modern warfare series
captain soto with agility durability endurance enhance memory insanity intelligence longevity marksmanship peak human condition reflex regeneration stamina stealth summon super strength weaponbased power weapon master,soto captain crew pirate sail among seas ninjago era stone warrior two hundred year prior age ninja point take misfortune keep feared pirate ship command nadakhan trap teapot tyrahn afterwards trap rest nadakhans crew across sixteen realm unknown mean time later captain soto set sail across endless sea search island darkness keep log journey unfortunately quest cut short noeyed pete accidentally turn ship back towards ninjago crash rock would become sea sand captain soto perish along rest crew either due crash subsequent yearsby time destinys bounty find zane two hundred year later sign former crew
captain stingaree with acrobatics agility insanity weaponbased power weapon master,born one set quadruplet karl courtney always black sheep family don cutlas pirate outfit karl become captain stingaree first out captain stingaree attempt uncover batman secret identity somehow stingaree become convince three brother actually batman batman approach courtney brother pose batman act bait stingaree allow real batman flash capture captain stingareecaptain stingaree later join captain cold captain boomerang splinter group secret society supervillains three captain kidnap captain show supremacy air land sea take captain comet black canarycaptain stingaree later reveal gay relationship cavalier secret use leverage black lightning blackmail stingaree work informant jla captain stingaree kill jeannette gotham city confrontation secret six snap neck twisted head around backwards
captain universe with cold resistance energy blast energy manipulation enhance sens flight heat resistance molecular manipulation power augmentation unipower,captain universe identity assume hundred being empower unipower mysterious energy source originate extraterrestrial dimension know microverse creation microverse engineer maker giant being resemble celestials though detail involvement uncertain million year ago time traveler name prince wayfinder defend earth invasion evil whirldemons use cosmic power enigmatic sword star wayfinder open onedimensionaltemporal portal create microverse provide new home people bound demon prevent entry microverse sword star bond prince wayfinder transform enigma force wayfinder guardian time distress enigma force manifest unipower selects host surrounding field energy transforms costume captain universe imparts knowledge need yield power unipower occasionally communicate host personally case host needs guidance unipower specific agenda first know human yield unipower gilbert wile become captain universe help stop plane hijack crisis wiles lose power overwhelm experience devote study unipower hop regain next know host astronaut ray coffin enter microverse prometheus pit portal earth lead dimension time traveler request coffin aid evil baron microverse tyrant seek conquer dimension bestow captain universe power upon coffin drive baron earth prometheus pit seal coffin lose power mister e native shadow realm attempt turn earths sun black star unipower manifest coffin face threat strain coffin cause heart attack unipower choose teenage son steve coffin instead steve defeat mister e unipower later empower twin sibling homemaker ann stanford private detective clare dodgson share captain universe power defeat crimelord nemesis reveal anns husband unipower enter cat burglar monty walsh shot agent gangster guido carboni walsh succeed bring carboni hop use captain universe power become crime bos unipower leave apparently die gunshot wound microverse imperiled merging earth616s dimension cause reawakened whirldemons wayfinders descendent arcturus rann earth sorcerer supreme dr strange find wayfinders tomb sword star empower become merge captain universe use unipower halt earth merge microverse restore body crisis end crazed military officer name jamie custer attempt launch nuclear missile unipower transform bruce banner hulk captain universe banner self hulk manifest separate entity natural enmity banner lead struggle two banner finally destroy missile neutralize fallout unipower leave banner hulk remerged unidentified female captain universe among hero earth assemble grandmaster serve potential participant game death select later young student delayne master become captain universe save teacher schoolyard bully name willie johnson although unipower leave delayne beaten willie delayne gain enough confidence experience able defeat willie unipower transform physic professor evan swann captain universe halt quantum mechanic extraterrestrial believe law probability flaw reality correct break earth subatomic particle swann destroy quantum mechanic save earth unipowers next know recipient peter parker secretly spiderman unipower first possess parker strike electricity laboratory accident work professor max lubisch accident block unipowers energy reach parker mistakenly believe increased power result accident spiderman find face increased threat supervillains due lokis call act vengeance conspiracy villain community trade opponent find need new power face trapster titania magneto brother grimm goliath hulk rhino shocker hydroman tessone dragon man terminus graviton loki plot foil earths hero attempt new mischief merge three sentinel trisentinel prove threat unipower choose spiderman gain full access unipower trisentinels defeat unipower depart parker find wise experience remain true even cosmic power captain universe peter tenure captain universe lead trouble nearly foes act vengeance return rematch also kidnap along former captain universe host psychoman tyrant microverse unipower spiderman fellow prisoner escape defeat another captain universe toddler name eddie price chosen end threat demon gart rath later timetraveling member guardian galaxy visited modern era attempt attack upon badoon hop prevent badoon invasion timeline prevent unipower transform badoon name lmatto captain universe defeat guardian guardians absent leader major victory come aid alongside dr strange dr strange force unipower depart lmatto guardian could escape back time unipowers next know host paralyze elijah jackson become captain universe save daughter attacker paralysis temporarily heal chance express love daughter unipower depart restore paralyzed condition though account vary perhaps due reality distortion university tennessee veterinary student become captain universe aid xmen mutant roger fieldston use power mutate others captain universe use unipower reverse fieldstons power could heal everyone affected rampage unusual captain universe roland taylor schizophrenic writer unipower heal mind find pursue division u scientific team try analyze unipower whose rank include steve coffin anger find another person onetime power unipower also pursue enigma hunter extraterrestrials microverse sought power unipower try leave taylor schizophrenic side reassert force unipower remain unipower eventually depart taylor unrevealed circumstance unipower go possess police officer ted simmons begin suffer inexplicable power fluctuation simmons battle gunman unipower briefly desert one simmons fellow officer shoot dead result unipower could understand happen begin search answer need power also begin seek individual already superhuman could duplicate power first return bruce banner time possess hulk single entity seek gilbert wile still research unipower attempt assist agent aim make attempt unipower empower hulk fought invisible aim agent kill wile business partner david garrett help clear gilbert name unipower join matthew murdock alias daredevil take wile client bond unipower enhance daredevil superhuman sens degree could barely function also regain eyesight result murdock prove wile innocence court suggest unipower attempt study aim finding situation hop might shed light power fluctuation invade aim base unipower join mutant x23 laura kinney sympathetic unipowers plight victim experimentation also assist shield agent scorpion carmilla black destroyed aim intelligence unipower hope would cease pursue unipower seek aid fantastic four leader mr fantastic four attack gladiator kallark shiar imperial guard believe unipowers fluctuation make threat universe unipower possess invisible woman hold gladiator finally join gladiator briefly could see recent fluctuation uncontrolled gladiator offer bring unipower back shiar seek answer travel shiare empire gladiator unipower capture krosakis extraterrestrial feed upon cosmic energy force unipower bond could power silver surfer norrin radd sense unipowers distress come aid battle krosakis surfer able drive unipower body unipower bond surfer able use power cosmic halt fluctuation temporarily free gladiator krosakis slave surfer brought unipower gabriel vargas soldier cripple tour duty unipower choose vargas new host continue investigate power fluctuation
castiel with accelerated heal adaptation astral projection cold resistance durability enhance hearing enhanced memory enhance sens fire control immortality intelligence invulnerability marksmanship omnilingualism possession reflex stamina super strength teleportation time travel weapon master,castiel powerful angel responsible save dean winchester hell
cat with agility enhance sens jump stamina super strength,shirlee bryant hire malcolm donalbain spokesmodel new chain health emporium find although hired arm candy suffer severe haphephobia fear touch strictly avoid touch meet dr joanne tumulo research shed do motor response university chicago look amelioration unable help however become fascinated private experiment conduct allow woman totally fulfill physical mental potential agree subsidize experiment ready insist shirlee first lovely guinea pig dr tumulo plan use lab assistant greer nelson first subject dr tumulo threaten cancel experiment greer volunteer secretly undergo treatment alongside shirlee experiment exceed expectation woman emerge superhuman ability donalbain shirlee use new eidetic memory record duplicate doctor equipment plan eliminate doctor assistant conditioning machine also plan shirlee dress catlike uniform first army enhanced woman would carry order although shirlee object halloween costume put promised theyd see eyetoeye shed finish outfit stud choker collar merely decorative nullifier reduce wearer state zombielike obedience completely donalbains control shirlee follow order climb top level sixstory atrium use uniforms claw dig beam order cast clawhook ahead use swing across side dr tumulo dissatified shirlees result comparison greers determine end experiment arrive time surreptitiously observe shirlee fall death impossible tell whether equipment malfunction shirlees diminish condition lead failure however donalbain raved incompetent would create many prototype need horrified doctor take one cat uniforms evidence police return lab greer listen mentor recapitulation leave minute arrange stay distraught scientist go donalbains henchman arrive blow lab thing survive safe contain cat uniform thinking friend dead greer don uniform put stop donalbains plan rather let touch donalbain shot head pistol greer continue secret identity cat take old daredevil foe owl manbull chicago team spiderman stop mankiller new york city eventually shot alpha radiation weapon defend dr tumulo kidnap attempt hydra agent save life doctor arrange cat people transform greer one become tigra quod vide
catwoman dark knight with agility animal attribute danger sense dexterity empathy marksmanship peak human condition reflex stamina stealth weaponbased power weapon master,nothing
catwoman injustice with agility animal attribute dexterity empathy peak human condition reflex stealth weaponbased power weapon master,grow harsh environment gotham city selina kyle able survive street seductive charm skill petty thief later adulthood work east end hopeless dominatrix saw batman early day fight crime seeing inspire take thieving skill big scale fashion costume call catwoman time pass caped crusader become notable adversary would also convert sort relationship batman sometimes save catwoman villain work together say villain conflict batmans moral love girl thats know criminal would end catwoman become antihero late serving constant ally batfamily heroes gotham
catwoman with agility animal attribute danger sense dexterity empathy endurance hack illumination intelligence marksmanship peak human condition reflex stamina stealth summon wallcrawling weaponbased power weapon master,selina kyles early life define tragedy girl brutalize mother maria commit suicide violent father brian drank death long separate young sister magdalena remand sprang hall juvenile detention center abusive state home orphan delinquent girl opt instead take chance street gotham city amid crime corruption povertystricken east end district survive petty theft sharp wit amaze natural skill gymnast lead become slick cat burglar gotham city police department ever deal protect study martial art later exheavyweight champ ted grant wildcat teach box time accomplished thief nobody know also one generous spread illgotten gain among downtrodden destitute east end would continue rob impunity batman spy cap crusader window one first outing watch action suitably inspire take costume prowl gotham night although originally introduce equal opponent batman catwomans status hero villain ambiguous moral code abhors kill though eventually kill black mask occasionally team batman hero great threat even save life entire justice league one occasion represent gray area batman otherwise black white life line good evil blur attraction stem perception way shes kind female version another dark beautiful creature prowl night catwoman first appearance wore costume disguise next appearance don mask theatrically facecovering catmask appearance real cat rather stylize face mask see later incarnation later wear dress hood come ear still later bodysuit attach boot either domino glassesmask 1960s catwomans bodysuit green color typical villain era 1990s usually wore skintight purple bodysuit switch black leather outfit recall michelle pfeiffers catwoman costume batman return recent year usually alternate two costume ed brubaker mastermind behind 2001 revamp character state selinas current costume inspire emma peel iconic catsuit high tech look dominoshaped infrared goggles inspire snoopy cowl shortly event long halloween selina visit grave carmine falcone express believe falcones illegitimate daughter unable find proof around time selina meet falcon son mario would later become head falcone crime family event crisis conscience catwoman prove ally fought alongside batman league old secret society briefly member wound take batcave recover despero faction brainwash league member infiltrate cave succeed brainwashing batman catwoman able send distress call unaffected league member fierce struggle despero subdue however something hollow victory since recognize despero able pit jla member one another draw upon preexist animosity distrust response batman inquiry wound selina depart batcave curtly inform batman already do enough catwoman appear completely reform love batman true although brash unpredictable however unclear reformation result mindwipe zatanna procedure know deeply affect least one case physically incapacitate victim selina inkling villain mindwiped batman inform event identity crisis worry reformation may due mental manipulation start recent storyline one love influx supervillains seize control east end leave selina choice join new incarnation secret society initial intention unclear selina share plan infiltrate destroy cadre east end villain batman selina make deal former criminal power similiar clayfaces promise help exchange freedom man impersonate allowed several villain shoot dismember give impression underworld catwoman really dead like clayface man able survive would otherwise fatal wound capitalize upon advantage resurrection provide villain believe somehow manage cheat death catwoman dismantle new east end cadre criminal one villain time do zatanna appear side inform bad news hint important revelation past selina end shoot black mask deal east end criminal follow event infinite crisis dc universe jump forward time one year later selina kyle long catwoman leave east end give birth daughter name helena whose father initially unknown holly robinson take new catwoman selina living alias irena dubrovna turn attention care daughter selinas alias inspire name main character 1942 film cat people though take role new mother quite seriously selina don costume run east end day helenas birth understandably gain pound selina find costume tight fit addition easily distract common criminal although situation defuse hollys opportune arrival fact two catwomen active city catch video selina return home adventure find mysterious movie aficionado film freak deduce alias join angle man grab helena rescue daughter selina convinces zatanna mindwipe film freak angle man order preserve secret identity follow procedure angle man turn authority film freak however embark upon murderous rampage ted grant informs selina holly arrest murder black mask selina infiltrate police station free holly finally defeat film freak selina return home find slam bradley deduce helena sam bradley child therefore granddaughter batman ask catwoman infiltrate violent tribe bana amazon amazon attack crossover pose criminal selina gain banas trust thwart terror attack aim cause mass casualty gotham city shortly event selena invite become new member batman outsider catwoman batman also romantic relationship try hide time special moment selina fear many danger postbatman gotham proposes ivy harley quinn team live together single base ivy agree one condition use homegrown drug weaken kyles resistance ivy demand identity true batman flash back 3 year talia request presence tibet make selina would relinquish true id batman circumstance interrogation selina see harley bruce wayne tv catwoman say poison ivy know hush disguise
caulifla with accelerated heal adaptation agility danger sense duplication energy armor energy beam energy blast energy manipulation enhance hearing enhanced sens flight force field illusion invulnerability jump levitation marksmanship portal creation power augmentation power sense radar sense reflex shapeshifting stamina super speed super strength,caulifla first see sit large thronelike chair eat large bone meat inform renso cabba attempt recruit team universe 6 caulifla show interest regardless may happen universe 6 cabba transforms caulifla accepts invitation team know ability transform super saiyan also get strong later rocky area cabba teach caulifla transform super saiyan first say know explain start call name order get angry avail cabba tell focus energy back caulifla easily transform super saiyan first time cabba explain transformation drain energy get use long happen caulifla ask cabba revert explain needs release tinglylike back caulifla reverts normal caulifla gladly accept join universe 6 team invite kale another female saiyan protégé caulifla try teach kale learn cabba nothing seem work long conversation kale think burden caulifla transforms legendary super saiyan lose control cabba caulifla engage battle kale order calm kale shoot ki blast cabba caulifla appear unleashes super saiyan 2 form knocking kale blast away caulifla tell fall cabba kale power instantly fall asleep process caulifla fly catch arrive champas planet champa supply caulifla kale potara earring order secret trump card tournament want earring try give cabba champa insist keep use time right team universe 6 arrives world void tournament power caulifla introduce goku vegeta cabba goku offer hand caulifla smack away say friendly oppose universe goku vegeta surprise feel powerful ki team universe 11 prompt caulifla remark saiyans universe 7 wimp problem rest tournament begin caulifla stuck cabba watch explosion fighter attack plan make move alongside kale nigrisshi surprise watched goku vegeta enter super saiyan blue bear witness saiyans final kamehameha overpower canceled trio de danger triangle danger beam soon watch zeno future zeno erase universe 9 kale almost knock stage two attacker caulifla appear save also knock attacker become super saiyan knock jimeze away try get kale transform attack goku unable caulifla challenge goku show interest super saiyan blue form demand teach form could beat goku decline offer inform ready yet insult caulifla try get attention become super saiyan third grade aware goku already know posse form easily defeat goku tell drawbacks tell work become super saiyan 2 enters say form amaze caulifla admits cannot transform become one goku help caulifla transform tell concentrate afterwards goku impressed cauliflas talent say might able reach super saiyan 3 fight surprise caulifla know third level caulifla goku fight oneonone super saiyan 2 form ignore kale fun kale try support caulifla attack goku goku caulifla shun kale think way show jealousy towards goku take superior away transforms gain hatred goku intense initial attack goku almost knock caulifla stage save hit caulifla watch kale pummels goku creates chaos entire battlefield realize kale disqualify kill someone try calm caulifla watch kale try attack blind rage easily defeat jiren goku confronts jiren caulifla hit fall back unconscious kale kale take breather recharge battery whole ordeal commend kale extraordinary perform goku emerge battleground caulifla accuse attack kale behind denied come across pride trooper want avenge fall comrade kale caulifla decide take warrior encourage kale fight caulifla trade blow kettol find attacked kettols guide rapid fire energy blast avoid get injured attack situation make bad cocotte create cocotte zone max prevent anyone else come zoiray try finish justice spin caulifla use whatever energy leave protect kale would finish kale unique super saiyan form destroy tornado save caulifla express kale proud control transformation go super saiyan 2 fire full power energy wave alongside kale manage match eventually overpower pride trooper united justice stream kale transform berserker form time control send kahseral kettol zoiray fly arena eliminate process even break cocotte zone max well speak two goku gratitude leave rest hide rest ruin arena caulifla watch battle hit dyspo dyspo state he go beat hit timeskip kale becomes worry asks help hit caulifla say believe hit beat pride trooper due power hit figure defeat dyspo caulifla express happiness ring dyspo however save teammate kunshi dyspo begin beat hit caulifla decides step help hit despite warning kale luckily caulifla goku super saiyan god form jump fight two pride trooper later kale watch jiren fight goku witness latter use ultra instinct sign rest watch hit fight jiren alongside cabba kale join cabba tell let keep fight stated plan tell hit fight defeat universe warrior shock saw hit lose eventually knock jiren discuss fight goku jiren kale excite aspired get strong two female saiyans assault monna universe 4 caulifla prepare fight monna tell kale interfere cabba appear told fight monna go somewhere else recover stamen monna tell cabba stop show front girl challenge three saiyans attack cabba say alone enough angered monna cabba monna engage powerlock caulifla tell cabba order around eventually agree leave cabba two leave cabba believe caulifla kale secret weapon universe 6 survival willing fulfill role much save goku koitsukai panchia bollarator attack goku weaken knock goku thank save caulifla immediately go super saiyan 2 gain enough rest thanks cabbas action caulifla challenge goku fight caulifla blame say couldnt anything save hit cabba get eliminate vow get strong ask goku teach become super saiyan 3 goku agree advise beat first caulifla ask goku wont transform goku say he tire fight jiren hell slowly pick pace fight goku caulifla begin fight caulifla cannot land hit goku easily outmaneuvers finally land hit goku goku take seriously use afterimage technique caulifla confuse technique goku knock aside say cant figure afterimage technique never achieve super saiyan 3 goku begin speedblitz caulifla use begin adapt gokus movement caulifla advise goku transform lose complies go super saiyan 2 caulifla ask goku wont go super saiyan 3 goku respond say hasnt recover stamina yet caulifla push back fire crush cannon goku manage barely block goku decide get serious ask caulifla keep round 2 goku caulifla fight equal fight goku impress cauliflas improvement caulifla excite defeat goku achieve super saiyan 3 caulifla goku power max begin fire energy blast impact attack shake entire tournament ring destroy debris caulfila fake energy blast gokus face catch offguard clean punch kale realize caulifla fun fight goku impress say might go even beyond super saiyan 3 goku point kale caulifla invite join fight achieve super saiyan 3 happily together manage land clean hit goku manage defend get push back caulifla kale fire energy blast goku blocked attack aura become super saiyan 3 shock caulifla kale goku thank caulifla kale say feel power boil inside caulifla kale amaze form immense power however goku immediately revert super saiyan 2 say hasnt recover stamina sustain super saiyan 3 caulifla determine defeat goku alongside kale become super saiyan 3 kale also determine get strong power become legendary super saiyan worry everyone watch afterward caulifla become amazed kale power go tell finally make energy extend hand kale grab forcefully grip enough partially destroy ring caulifla ask kale recognize acknowledge kale protégé true friend say together pose great threat universe two side start battle goku overwhelm twos combination attack caulifla try attack goku use solar flare blindside cause crash frieza start go offensive caulifla try attack revenge knock cabba frieza try retaliate stop goku resume match caulifla kale excite fight everything caulifla create smokescreen cause goku focus sense attack kale ki however diversion kale grab goku kept place caulifla pummel goku flip cause kale crash ground let go attempted use instant transmission caulifla use sense attack goku reappear goku acknowledge kale caulifla perfect tag team transforms super saiyan god goku attack several finger beam saiyan duo dodge despite twos combination attack goku manage hold caulfila kale try blast goku side experience saiyan push back attacks blast kale struggle blast caulifla try run notice track kale deflect blast watched caulifla take direct hit goku compliment two performance say still need train opt fight tournament caulifla realize shes match tell kale take thing receive tournament goku fire kamehameha shatter ring around two envelop strange glow fuse together kefla fight goku even term however caulifla kale later separate eliminate tournament via ultra instinct sign gokus imperfect instinct kamehameha caulifla curse goku swearing shell beat next time fight saonel pirina gohan piccolo caulifla yell saonel pirina say lose beat saonel pirina defeat two ask shes go beat lose caulifla responds say couldnt criticize fight admirably caulifla still say make promise proceeds transform super saiyan form chase around try pummel zeno erase team universe 6 later caulifla revive thanks android 17 wish restore erase universe tournament power nearly knock kale hug see revive well rush cabba caulifla happily demand cabba train reach super saiyan 3
cecilia reyes with,doctor mother mercy hospital new york city cecilia bring world xmen operation zero tolerance crisis recieved offer xavier school three year prior reject offer ask xavier keep quiet attacked prime sentinel work save defensive sheild aid iceman band together sabra marrow charlotte ross group face bastion shield interfere
century with dimensional travel regeneration teleportation,brought earth unpredictable hex power scarlet witch century amnesiac help force work defeat extraterrestrial evil call scatter century soon induct onto team century join force work many adventure take opposed manadrins avatar black brigade time go century begin regain memory start rediscover although could remember great purpose create wasnt long however scoundrel century past return plague broker slaver always lookout unique merchandise call century property attempt reclaim travel earth order slave attack force work broker eventually defeated century usagent plato process century liberate broker slave earn nickname deliverer among former captive also time century decide travel back space broker prisoner order find past return broker enslave back home world leave earth century realize miss force work love scarlet witch however wasnt long thing go horribly wrong soon one broker bodyguard cadre member kiwi bring back home planet century summon bridge starship attack recently save broker use tyrmean brain stem parasite enslave crew even century well order sell perspective buyer need dimensional teleporter broker slave take century moon memoriam orbit longdead planet century people hodomur waited planet side customer arrive broker present reason century creation seem century create tool vengeance evil call lore lore visited century home world lay waste scatter ultimately finish planet century hodomur ultimate warrior mixture 100 strong able survivor give 100year lifespan much spent unknown century hunt finally destroy lore time broker find captured century erase mission vengeance mind would subservient broker eventually sold century scatter could track lore find injured world leave wake scatter could fee rest planet century lead scatter many world destroy include world prashard home another broker slave skewer skewer heard attack put broker right arrival imogen centurys new owner teleport imogen party call nohm two genebatch warclones another dimension century soon come contact recognizes know woman call azimuth saved foreigner annihilate local inhabitant transport stronghold true goal imogens interest century reveal ancient artifact immense power know crucible show strange visitor azimuth destroy parasite caused century slave give back free time azimuth go reveal information mysterious imogen century never allow imogen ruthlessly attack azimuth even though century rally help late azimuth leave catatonic imogen possession crucible victory almost thwart sudden arrival broker follow strange dimension could possess imogen reclaim century broker take three slave include skewer stronghold back ship another slave slug implementing plan stop slug destroy control link broker parasites slave would free even cost life slave hear news turn former master skewer draw first blood broker manage kill two others century deal final blow separate broker head body confusion imogen flee crucible century never find azimuth go tell century others leave dimension take nohm one warclones ask want go next century claim want go back home earth century make timely arrival force work headquarters save rachel carpenter cybermancer corrupt iron man century also discover iron man along immortus guise kang plan earth inform teammate right join avenger avenger mansion avenger oppose anachronauts century use battle staff parallax guide small group avenger back time enlist help young tony stark help avenger defeat immortus century return rest force work base group attack wonder man ultron evil cybermancers time line ultimately cybermancer wonder man ultron suffer fate doom reality despite offer help scarlet witch episode force work decide disband century decide would travel earth learn adopt home urgent situation washington state display force work chaos computer century join force work last mission assume task complete century begin explore new home
cerebrum with power sense,shakti haddad nickname cerebra employee starkfujikawa corporation 2099 xian chi xan entice away use mutant power gather mutant together join new xmen invite timothy fitzgerald xian gather cerebrum take position monitoring neuvo sol arcology synge corporation attempt assassin xian attack gather believe xian responsible founder noah synge murder xian injured cerebrum take charge lead xmen arcology krystalin metalhead meanstreak break synge corporation prove xian innocence cerebrum stay behind xian naturally heal body junkpile soon attack cerebra xmen helpless stop take xian body cerebrum lead group remain xmen synge corporation free capture fellow serpentina later kill another fight junkpile finally disable evolve revive xian cerebrum stay behind temporary base hoover dam rest xmen face theatre pain alchemaxs valhalla genetically engineer hero join hunt mama hurricane mutant savior time great purge briefly fight freakshow xmen later answer call krystalin xian send away meet victor ten eagle cerebra face zhaos xmen know chosen along team also capture many set free xian destroy zhao within xian mind unleash repress criminal personality xian leave skullfire find driver mutant paradise avalon cerebrum stay back used medical knowledge try undo damage zhao xmen artificially accelerate growth since genetic enhancement make physically unstable cerebrum force cryogenically freeze remain member try heal cerebrum discover way reverse cellular decay zhaos xmen ready reverse process xian appear stole xmen zhaos comatose body away theatre pain xian also leave time bomb behind next unconscious cerebrum awake evacuated skullfire luna time avoid blown apart order rescue xian theatre cerebrum lead skullfire luna break haikus bar information learn pas floodgate theatre gather place victim find xian together two xmen cerebra snuck floodgate disguise outcast look floodgate assistance three quickly recognize junkpiles appearance shield officer distract guard cerebra quickly take advantage distraction make way theatre interior collide mutant quiver sham along way leave cerebrum confront xian know controller x knock attacked forced watch xian orchestrate massive broadcast suffer mass victim xian turn mindfire machine brimstone love order gain control theatre cerebrum disabled machine stop broadcast allow brimstone love teleport away xian could hurt let get away lunatica used power bring repressed memory shock meglomanical state xian apologize cerebrum do president doom appear announce built halo city contain floodgates refugee put xmen charge security rest xmen settle job protectorate cerebrum counseled xian take break heal push retribution later head hospital destroy graverobber undead along xmen cerebra fight undead revive serpentina kill skullfire disappear body psionic power useless someone already dead cerebrum arm gun fill neural scatter shot prepare face two undead later injure one two ember escape later graverobber reveal wanted zail hadded cerebras father infamous red market czar would use skullfire destroy city power reactor spark graverobber explain zail use group genetically engineer superhumans create clean toxic waste normal human would kill zail put degens danger many die cerebra disagreed father experiment refuse hand fight undead morphine somers save cerebra super strong russian kill somers agree turn zail graverobber exchange city safety somers trick graverobber attach bomb zail put zail hospital kill graverobber breaking hold revive minion xmen finally able put serpentina rest later discover skullfire never actually dead slowly evolving pure light use physical body later technoanarchist billy zedd approach cerebrum flip coin transport meet president doom doom explain accord calculation mutant messiah go appear soon cerebra responsible member xmen want lead team call xnation ensure messiah would properly teach doom also show hidden transportation device hidden beneath city give key cerebrum later save young mutant nostromo clarion group know wild boy lead xavier shelter cerebrum briefly leave xmen become leader xnation man name exodus hunt kill xnation member nostromo cerebra come xian help sensitive nostromo begin grow circuitry face babble computerized voice three mutant make way citys service tunnel escape flood halo city find doom teleporter hidden space underneath city cerebrum use access key teleport rest xmen hold captive vulcann metalhead godson hyperaged adult hood call darkson xian freed group ship mast tie use destructive hand watch bloodhawk drop metalhead onto vulcanns back metalhead drag underneath water drown anchor destroy atlantean ship along rest xmen cerebra protégé nostromo head halo city last boat dry place leave earth savage land
